text,aspect,polarity,lang
Дочь министра сельского хозяйства вошла в пятерку крупнейших землевладельцев России. Ура!,general,neg,en
видео у тебя откуда такое?,general,neutral,en
Бесподобное иероглифическое мышление,general,pos,en
СТРАШНАЯ АВАРИЯ АВТОБУСА И ЛЕГКОВУШКИ,general,neg,en
огонь они)),general,pos,en
"ДЛя вас в моей станице открыты новые виждеты! 
Википедия,Слайдшоу,Случайный анекдот,Часы,Чат... 
Пишите мне в ЧАТ он в виджетах под главной аватаркой!))Спасибо жду в гости!)",general,neutral,en
"Мой Характер 
>  <",general,neutral,en
приувет ЕС))),general,pos,en
"Давай Лама, давай отрывай...",general,neutral,en
бодрячком!,general,pos,en
тхб 29 - мастер класс),general,neutral,en
лови ещ е медляк ;),general,neutral,en
Блин!!!не присылай мне этого чувака!!!он меня бесит!!особенно когда про гея пел,general,neg,en
Я уеду жить в казарму!!!,general,neutral,en
Ебаные МТС И Билайн!,general,neg,en
бонусная:),general,neutral,en
Какая из них более няшная ?,general,neutral,en
"Молдова ""раскусила""ЕС на раз два",general,neutral,en
"Любовь - это, когда, несмотря на расстояние, ты доверяешь любимому человеку",general,pos,en
:*моя ты печенька ),general,pos,en
"Не про тебя ли это, дорогой друг? 😸 💋",general,neutral,en
ай молодцы :D,general,pos,en
Ну и сука же ты,general,neg,en
ХОЧУ ПАРНЯ БЛЯ,general,pos,en
Э рон дон дон) тазы валят),general,neutral,en
уехал в Челябу!=))))),general,pos,en
"Письки-аутисты, очень сильно по вам скучаю. Надеюсь что ещё соберёмся все вместе❤ Тюрягу никогда не забуду😂 Санька писька и Искандар, надеюсь будем гулять с вами👌  Первая комната ван лав😍  Анька писька и Юлька писька, простите что не расписалась у вас на футболке. 6 комната секаз😂
Когда живёшь с самой Верой Платуновой. Диларка лав тя.😍 
Первый самый лучший. Люблю вас:3",general,pos,en
Соскучилась...)*,general,neg,en
Бедный Реал.....,general,neg,en
"Держи ""БТР-80""! На ""Войне"" пригодится...",general,neutral,en
"люди, продаю ноутбук Acer aspire 5720ZG. В ИДЕАЛЬНОМ СОСТОЯНИИ. если заинтересует - звоните.",general,neutral,en
"Пусть солнце подарит тебе мечту:
Красивую и высокую.
А небо подарит тебе звезду
И близкую, и далекую.
Ветер, надув паруса судьбы,
Будет всегда попутным,
Чтоб было тебе в этом мире всегда
Радостно и уютно!",general,pos,en
И так выбираем ту которая НЕ нравится)))),general,neutral,en
Бесят жлобы!,general,neg,en
"Если все охлотушки умеют играть в шашки, то все, кто умеет играть в шашки, являются охлотушками?",general,neutral,en
"Проголосуйте плиз за номер 19,20,21 очень надо надо !!!! Фотографии отмечать сверху !!!",general,neutral,en
"Яшину дали 15 суток, ну что за ппц!! Сегодня - продолжение банкета. В 19:00 на Триумфальной площади (Маяковская) - отстоим нашу свободу! 
#чп #6дек",general,neg,en
Фашизм бред для далбоёбов!,general,neg,en
Продолжение рассказа о нашей поездки в Индию,general,neutral,en
Уверена тебе понравиться!!!)))),general,pos,en
Я не пойду купатся (Серега Петрик),general,neutral,en
Такие коктейли не делал? XDD,general,neutral,en
"..тот человек, образ которого ты однажды так глубоко отложил в сердце, будет всю жизнь идти с тобой,
и неважно будете вместе или нет, душа твоя не выкинет его образ...а сердце твоё не перестанет его любить..",general,pos,en
Миллионер из трущоб - смотреть онлайн,general,neutral,en
"Больше всех на свете, только один человек мечтает о такой машине=)) 

Юрий Викторович",general,neutral,en
"Подскажите, как перестать платить налоги?",general,neutral,en
у меня есть двойник О_о,general,neutral,en
кабачок так кабачок),general,neutral,en
"не,ну так бы сразу",general,neutral,en
на сон грядущий,general,neutral,en
"[id31327950|Сергей], желаем поскорей неровно дышать НА этом человеке))",general,neutral,en
Cсылка на Ваше участие в финале конкурса,general,neutral,en
ДЕНЬГИ ЕТО ЗЛО ОСОБЕННО В ТАКОМ КОЛИЧЕСТВЕ,general,neutral,en
ОН был для меня ВСЕМ.....,general,neg,en
"тарзан :D 

потренируй его боевой клич) ты же любишь подражать)",general,neutral,en
ДОРОГИЕ МОИ МОСКАЛИКИ!!! НИКТО В ПИТЕР В БЛИЖАЙШЕЕ ВРЕМЯ НЕ СОБИРАЕТСЯ?,general,neutral,en
Во сколько у тебя выпускноой?:))))),general,neutral,en
достал уже,general,neg,en
ахахахааах,general,pos,en
Вот про эту песню я говорила),general,neutral,en
"хорошо смеётся тот,кто сидит на последней парте.
ОЙ ДА Я ВАС УМОЛЯЮ,Я И НА ПЕРВОЙ РЖУ КАК ИДИОТКА",general,pos,en
"Шоколад — это не вопрос жизни и смерти, это гораздо важнее.",general,neutral,en
"ребенок в магазине только что офигел от моей прически..
а его папа и от прически, и от набора покупок ^^",general,pos,en
Ты просто чит),general,neutral,en
Наш личный лимузин! 😜 Отлично покатались 😎,general,pos,en
"Между я и Великим Брахманом нет различий. 

Мои мысли и чувства - суть - мысли и чувства вселенной. 

Мои поступки - суть - поступки к самому себе. 

Мой разум - разум Великого Брахмана. 

Камни говорят: 
Кроме разума нет ничего. 

Изменяя себя, Великий Брахман изменяет тебя.  

Изменяя себя, я изменяю Великого Брахмана. 

Камни говорят: 
Нет добра, нет зла, нет единого, нет разрозненного, нет жизни и смерти нет. 
Я свободен во всем, кроме того, чем ограничил себя сам. 
Нет Пути. Нет смысла. Нет важности.",general,neutral,en
^_^ сделай миру няяяяя*,general,pos,en
пне ужастно скучно ((( чего делать,general,neg,en
"Нелегкий труд – детей рожать, 
Растить, стирать пеленки. 
Пусть будет героиней мать 
Для каждого ребенка. 
Кто может миру подарить 
Божественное чудо? 
Зачать, вынашивать, любить, 
В ней столько сил откуда? 
Пускай хранит Мария-мать 
Всех женщин на планете. 
Я не устану повторять: 
Ты – лучшая на свете.",general,pos,en
Забрел на украинские СМИ - это конечно что-то!!! Комментарии излишни(((,general,neg,en
"Ну скажите мне, что за сила в 12 часов ночи тянет меня к холодильнику?!",general,neutral,en
Таката на кухне ееее)) не грусти все хорошо***,general,pos,en
чекаем демо запись) отзывы...пожелания..комментарии...,general,neutral,en
"♥Обожаю людей, которые заставляют меня смеяться.©♥",general,pos,en
ебать -__- русский 4 нахуй -__-,general,neg,en
мне сейчас нужен кто то рядом. Но только не мама,general,neutral,en
Гараж епта)))))) было круто,general,pos,en
У меня родился СЫН!!!,general,pos,en
Скоро Дембель!!!,general,pos,en
Клоун Валера отшил 2 милиционеров(Смотреть всем),general,neutral,en
Наконец-то!,general,pos,en
"Хуже всего это мыть посуду после , приготовленного ТОБОЮ , ужина!",general,neg,en
какой какой там у нас Алексей стал теперь?,general,neutral,en
ВОт такие?,general,neutral,en
"Аня, прекращаи эти помои в ленту постить, пожалуйста",general,neg,en
"Дикари, трусов ни разу не видели, европа епта",general,neg,en
У меня есть фото и по лучше:))),general,neutral,en
Ты такое любишь),general,pos,en
почти как тесак,general,neutral,en
Что за слово загадано на картинках? Не могу отгадать :( 4 буквы.,general,neutral,en
интересно здеся гиф будет ?? ))),general,neutral,en
"Опять же эта поговорка. ""Не делай людям хорошего,не увидишь плохого"" :)",general,neg,en
мне кто-нибудь может объяснить в чем смысл гей-парадов?,general,neutral,en
"Ремонт системных блоков любой сложности, апгрейд и чистка, обтяжка карбоновой плёнкой, установка лицензионного программного обеспечения",general,neutral,en
Ебать сколько тебе лет? 18????,general,neg,en
сломалось корыто  уже(((( еще даже не поехало(((,general,neg,en
"Все как ты любишь 😆
Твой любимый Джона Хилл 😆",general,pos,en
"Хорошо иметь хороших друзей! А когда друг владелец тур.агенства приятней вдвойне)))
С убедительной скидкой предлагаются туры в солнечную Болгарию, комфортную Турцию, страстную Испанию, романтичную Францую и еще много всего на любой вкус. Не забудьте сказать, что по рекомендации от Манина Толи ))
Тел. 20-606-20, 8-909-729-4534",general,neutral,en
Классный теннис был!),general,pos,en
"обожаю лето, несмотря на жару и жужжащих козявок. просто люблю.",general,pos,en
✔ Гарантированное привлечение клиентов для вашего бизнеса. Оплата за результат! Обращайтесь!,general,neutral,en
"Ой, ну тогда все мечты у меня сбытые уже 😆",general,pos,en
Давно не слышал эту песню..а тут по радио в машине..хорошая.,general,pos,en
"НЕТ ВОЖДЕЙ.
ОСТАЛИСЬ УПРАВЛЯЕМЫЕ ПРЕЗИДЕНТЫ....
Мне нравится",general,pos,en
"Вместо того, чтобы верить слухам - подойди и спроси.",general,neutral,en
"Поход на ледник Актру. Сказать, что это было тяжело - ничего не сказать))) Шесть часов подъема в гору. Шли с нижней перевалки.",general,neutral,en
Вот так у нас проходит математика;),general,neutral,en
"ернадес, 40 секунда. вот так!!!!",general,pos,en
главное чтоб слитно) ЯгрузчиК )),general,neutral,en
"Воу, надо бы попробовать. 

Хотя все таки это не очень удобно сейчас:
1. Положи деньги на телефон с карты
2. Оплати с телефона
vs
1. Оплати картой с pay pass",general,neutral,en
Почему он Тихий если он шумит!!!,general,neutral,en
"Самое позорное для мужчины - поливать грязью ту, с которой делил постель, ел за одним столом и жил несколько лет.",general,neg,en
почему у меня радио не играет?,general,neutral,en
Приняла эстафету от @val_emelianova #последнеефотонателефоне Передаю очередную эстафетную палочку @choocheeee @yarasch @blablablashenka  @ арена-восток,general,neutral,en
"Ты еврей что-ли,сука?",general,neg,en
"9 СОВЕТОВ ТРИДЦАТИЛЕТНИМ ОТ ТЕХ, КОМУ ЗА 40 | thePO.ST",general,neutral,en
Выложил на YouTube видео.,general,neutral,en
"Сегодня отправляюсь, на пару дней, в Хельсинки. Расскажите где взять велик, в какую канаву падать пьяным и где курят крэк портовые шлюхи?",general,neutral,en
Пост с исусами.Я сфоткал несколько исусов во время своего путешествия по северу.Все по-разному нарисованы и у всех разное выражение лица.,general,neutral,en
"Абра кадабра... иди на хуй, бра...)",general,neg,en
как ты угадал что именно такую песню нужно скинуть мне сейчас?,general,neutral,en
Звезды 😋 😋,general,neutral,en
"А кто бежал из девушек, я прозевала",general,neutral,en
"благодарю!!очень!!!ты угадал!)))))постоянно в точку!!!!
слова..эх)))))
скучаю Ром!))",general,pos,en
"[id150248917|Кирилл], НУ ГДЕ СТРАЕЛА твоя обещенная?",general,neutral,en
"Что это у тебя в руке?
- Счастье...
- А почему такое маленькое?
- Оно только моё. Зато какое
лучистое и красивое...
- Да, восхитительно!
- Хочешь кусочек?
- Наверное...
- Давай ладошку, я поделюсь с
тобой.
- Ой, оно такое тёплое!
- Нравится?
- Очень...Спасибо! Знаешь, мне
намного лучше, когда счастье в
руке...
- Так всегда бывает.
- А если я с кем-то поделюсь?
- Тогда у тебя прибавится
своего!
- Почему?
- Не знаю. Только потом оно
станет ещё более тёплым.
- А руки об него обжечь
можно?
- Руки обжигает боль...Счастье
не может обжечь...
Поделисьсвоим кусочком
счастья со всеми, кому ты его
желаешь! И неважно,сколько
вернется, ведь счастье не
продается, передавай
всем,кто,по-твоему , заслужил
счастья!
ДЕЛЮСЬ!!!!!!!!!!!!",general,pos,en
"Лично мне нравится,тебе как?)",general,pos,en
Блиц-интервью с военным комиссаром Орловской области,general,neutral,en
вот уже третье воскресенье для меня начинается с 80км на спортивном велосипеде.,general,neutral,en
"Какая сука сканирует мне порты? Обломись, защита двойного объёма с крылышками йопт =))",general,neg,en
"Как говорил Уинстон Черчилль, «перфекционизм — это паралич».",general,neutral,en
"Люблю её просто за то, что она есть.♥",general,pos,en
Вот такая вот у нас регистрацияя)),general,neutral,en
позвонишь мне,general,neutral,en
"В обязанностях офисного работника есть два основных пункта — скучать и нервничать, нервничать и скучать. Остальное - суета сует.",general,neg,en
"Цветная тату. Кто знает, сильно дороже монотонной?

(фото из обшественного транспорта :) )",general,neutral,en
"Кто это такой милота, лет 5 назад :)",general,pos,en
ну это задеть должно),general,neutral,en
Да в Крсноярске проблема.Петухи всех закантачили,general,neg,en
Вот такая прелесть встречает меня с утра на работе💜💜💜,general,pos,en
Атличний день😎😎,general,pos,en
"Цитата дня: ""Я в Харькове, бухаю.
Ну, здесь, научная конференция.""
Всё что Вам надо знать о науке :))",general,pos,en
"И всё бы было хорошо, но с народом России не повезло =D",general,neg,en
Для девушек-пышечек)))) Отлично скрывает животик))))😉😉😉,general,pos,en
Я художник😃 #испортиластену 😎,general,neutral,en
"Друзья, а есть ли среди вас програмеры, готовые со мной часик пообщаться?",general,neutral,en
"вот это посадил дед репку..пхахаха
тааащиии сююдааааа",general,pos,en
"Зачем я тебе в друзьях?

1. Хочу с тобой СП 😉
2. Для числа 😢
3. Ты хороший человечек 😄
4. Не могу тебя удалить так как
я тебя очень сильно люблю 😘
5. Ты мне нравишься 😍
6. Потому что я люблю тебя ❤
7. Мы ведь друзья? 😛
8. Ты мой/моя лучший/лучшая
друг/подруга! 😘
9. С тобой приятно общаться! 😋
10. Ты супер!!! 👍
11. Я не могу без тебя жить! 👫
12. Ты моя зая... 😊
13. Хочу с тобой встречаться.. 😇",general,neutral,en
"[id41787671|Дмитрий], тейковский мужжик!",general,neutral,en
ЧАЙКИ тизер,general,neutral,en
"Мы живем в мире, где улыбка уже не значит хорошее отношение к тебе. Где поцелуи совсем не значат чувства. Где признания не значат любовь. Где каждый одинок и никто не старается это изменить. Где
слова теряют всякий смысл, потому что несут ложь.",general,neg,en
"Хочу будильник, который утром целует и приносит кофе в постель…",general,pos,en
"Идеальный мужчина должен - да никому он ничего не должен, это вы должны.",general,neutral,en
"Задумайся о себе,а потом рассуждай кто я.",general,neutral,en
нака))))попляши))),general,neutral,en
а уже конечный вариант висит в центре на военке) так и не научился рисовать красками),general,neutral,en
"Чем больше целуемся,тем менше говорим глупости...:-***)",general,pos,en
Хорошая музыка — лучшая таблетка от депрессии.,general,pos,en
За час до премьеры!))),general,pos,en
"Мне порвали босоножки, вылили на меня коктейль, но вцелом тут весело)))",general,pos,en
"Эстафету принял от  [id153397292|Дима Киселев]  Внученкова
1.Вложи фото,которой нет в VK.
2.Передай эстафету 10 друзьям (не забудь сказать им об этом!).
3.Прикрепи свою любимую песню.
Если в течении 24 часов они не примут эстафету,то выполняют желание...на камеру!!!
Передаю эстафету:  [id178932328|Григорий Рыбаков]  [id238948404|Вика Фрик]  [id186418438|Ирина Иванова]  [id157612975|Вероника Савостьянова]  [id258291185|Lera Kelly]  [id132817779|Александр Маяковский]  [id158375768|Артём Симонов]  [id136742931|Ксения Прудникова]  [id251667879|Алина Терещенкова]  [id174985928|Александр Мастеров]",general,neutral,en
"ну бывает, че)",general,neutral,en
зайди скайп),general,neutral,en
ВДВ Беларуси,general,neutral,en
"У меня очень мало привычек: ежедневно 30 минут уделять занятию спортом (это не много, правда?чтобы хорошо выглядеть), выпивать чашечку кофе (обязательно со сгущенкой) утром, читать сказку дочке на ночь с КПК, лежа в темноте, опаздывать на 10 минут по-утрам(каюсь,грешна!);););) и... улыбаться))) много-много!!! ;)))))",general,pos,en
"Христиане должны постараться быть хорошими христианами, мусульмане должны постараться быть хорошими мусульманами, индусы должны постараться быть хорошими индусами.
Мать Тереза",general,neutral,en
"чипсы, пиво и вода
все спод одного хуя
хуй лохматый наклонился
аж пацанчик удвилися!

                                  (с) Патихард",general,neutral,en
Долго думала как будет лучше-изменить задний фон или оставить!Решила и так и так сохранить!,general,neutral,en
"Олимпийское ""Коекакство"" для страны... Забетонируем все пляжи, Замочим всех бездомных собак и кошек, Застроим все погосты, Забронируем и Займём все места, Заснём на открытии, Забудем, Зазнаемся, Запорем, Загнём, Заставим, Засадим, Зароем, Замрём, Запара, Зараза, Зануда, Засада, Заставим За всех Залюбить Лимпиаду!!!",general,neg,en
ахаххахаахахахахахахахахахахах,general,pos,en
красивых девок дохуя -но я люблю одну тебя,general,pos,en
Сегодня всех одариваю музыкой)))),general,pos,en
Э РОН ДОН ДОН - ГИМН МДК (УСПЕШНАЯ ГРУППА),general,neutral,en
"почему ""совесть?""))",general,neutral,en
Че за жесть вообще? Имба,general,neg,en
"Любимую подругу не целуешь при встрече и не называешь зайкой, а говоришь тупица и машешь рукой, а она всё равно продолжает любить тебя, называя курицей.",general,neutral,en
ни чо так)),general,pos,en
"прошло 4 секунды))))))
чувак встрял",general,neutral,en
"Бесят мудоебы, которые говорят о чем-то со стопроцентной уверенностью. Это же пиздец. Причем так могут говорить только о том, чего они в жизни не знают. Я вот, например, стопроцентно уверен, что такие люди долбоёбы и пидарасы.",general,neg,en
кобылки в лесу,general,neutral,en
божееее....какая прелесть!!!!!!!!!!!,general,pos,en
Турнир по силе удара Панчер,general,neutral,en
"Освистывать Жиркова - свинство, господа националисты!",general,neg,en
"Я думаю, что ты ... 
 Узнай в приложении Аскни меня —> vk.com/asknime#opinions",general,neutral,en
та Сереня на шо она тебе нужна!!!!! я другу тебе подарю!!!!)))):DD,general,neutral,en
ОБЫКНОВЕННЫЙ  ФАШИЗМ?,general,neutral,en
"ВОЗ назвала вегетарианство психическим заболеванием, а гомосексуализм - нормой",general,neutral,en
даже уже и спрашивать нечего как сыграли вы))))),general,neutral,en
Я самый плохой. Я всегда во всем виноват. Я никого не ценю. Я плохо отношусь. Я делаю все не так. Я слышу только себя. Да пошел я.,general,neg,en
Усик чемпион))),general,pos,en
"если ты это не видел, то это пизда))))",general,neutral,en
Самка броненосца обладает уникальной способностью: при стрессовых ситуация она может задержать роды до вух лет О_о Однако.,general,neutral,en
"Сегодня в 14:00 на станции Горьковская продолжатся празднования дня Всех Святых. Эксцентричные костюмы, песни-колядки и многое другое ждет вас на Русском марше. Приходите.",general,neutral,en
"И наш смелый Мальчик будет грозить пальчиком расшалившимся гусям, и вечно зеленые столетние бонсаи будут мирно плавать в заводи квадратного пруда , тихо охраняя покой плавающих в их тени осетров... Это #мойдневникпутешествий !📒🎨🖌🖊 @ Ботанический сад МГУ «Аптекарский огород»",general,neutral,en
Пипец папили чая,general,neg,en
меняю часы(мои) на дождевики,general,neutral,en
Валентина Матвиенко официально подтвердила свое участие в тайных выборах в двух МО Петербурга. ЖУЛИК!,general,neg,en
с кем еще так посидишь?),general,neutral,en
"Дева ( 12 сентября )
12 сентября, четверг

Девы, вы любите тех, кто делает вам больно!",general,neutral,en
ПУТИНУ В.В ГЕРОЯ РОССИИ НАДО ДАВАТЬ,general,pos,en
"Мой дом в дали, мой город меня вспомнит, мой ненасытный враг вблизи, он меня запомнит. ...",general,neg,en
самые любимые*)))),general,pos,en
"Гордишься тем, что у тебя вконтакте три сотни друзей?.. А я горжусь тремя... но настоящими.",general,pos,en
"vk.com/fotokubiki#740724
Мне кажется тебе бы подошел такой фотостатус:",general,neutral,en
Мертво-бездушная часть как всегда ждет разочарования... Но с ним ещё можно поспорить... Пока есть время... :),general,neg,en
"все ешь, маленькая....ну лишь бы усвоилось....",general,neutral,en
Тебя сегодня Гоусан искал,general,neutral,en
Все дно. Мы победители по жизни.,general,neg,en
заберите меня куда нибудь...,general,neg,en
"Залим, благодарим тебя за то, что ты смог понять и передать именно то, что нам хотелось выразить - и облечь это в потрясающие красивые фотографии! Они чудесны. Слава Господу за тот талант, который Он подарил тебе!",general,pos,en
Попка моя жду тебя завтра..и не опаздывай;D,general,neutral,en
привет качаешь реакцию в ответ в вормиксе ?,general,neutral,en
"WANTED!!!

Друзья, кто хочет попробовать силы в PR или сделать новый карьерный виток?) Очень-очень разыскивается креативный PR-менеджер с железными нервами для работы на интересном (не без сложностей))) проекте :) Опыт работы с глянцем приветствуется!
Испытательный срок - 2 месяца. ЗП обсуждается индивидуально, в зависимости от опыта. Все подробности по почте info@iands.ru

ПС За репост +100500 к карме)",general,neutral,en
"Пускай лучше будет стыдно утром, чем скучно вечером...",general,neutral,en
Лето лучшая пора          целый день стоит жара,general,pos,en
спосибо за хорошие настроение,general,pos,en
Комочек счастья🎀🎀🎀,general,pos,en
Жизнь удалась- это когда в пятницу вечером выходишь из дома поужинать и на всякий случай берешь загранпаспорт ))),general,pos,en
пишу бакалавра,general,neutral,en
"Комп палетел,менты взяли в отделение,девушка....как мне все надоело...бляха",general,neg,en
"В Анапе ветер, но жить можно! 😊",general,pos,en
Михайлов!!!меня тут осенило: завтра НАШ с тобой День!)))),general,pos,en
"Ура, установилось!",general,pos,en
"Помогите! Какое слово из 6 букв загадано на картинках?
Возможные буквы: Е Ю Д А Я У Р Л Ъ Г Б М Ы Х

Присоединяйтесь к игре:",general,neutral,en
"Оказывается ровно на том месте, где у нас располагается Крымский летний лагерь, сняли фильм ""Дикари"" ))) Конечно же он скудно передает атмосферу, царящую в лагере, но тем кому интересно, куда мы едем рекомендую к просмотру!",general,neutral,en
диму слышно не было.. кроме голоса конечно.. :) лохи там звукооператоры.. или как они себя величаво зовут саундпродюссерами.. обоссатся.. продюссеры херовы..,general,neg,en
"😃👾Мастер в Pokemon GO

💪13й левел за 3 дня

Виталик даёт советы бесплатно пока)
Красава",general,pos,en
"✔ Никогда не лги тому, кто тебе доверяет. Никогда не доверяй тому, кто тебе солгал.",general,neutral,en
Ночь... Улица.... Фонарь... Аптека...,general,neutral,en
есть! есть! есть!,general,pos,en
Норм ремонтировали)),general,neutral,en
Максим всех поразил🔥🔥🔥,general,pos,en
"Чувак, ты сдашь сессию, тебе это ща надо учить, если не сдашь в строю подпевать будешь",general,neutral,en
вот так все будет)))))))),general,neutral,en
1000 рублей для моих друзей!,general,neutral,en
А вот и первая в моей жизни официальная аккредитация :) @ Парк Легенд,general,neutral,en
"Д. Дибров, М.Шемякин, С. Зайцев, Д. Барченков открывают памятник на аллее часов (снято на мобильник).Кадры с фотоаппарата остались на чужой флешке - выложу позже.",general,neutral,en
Прошу ответь в ЛС я от счастья незнаю что сделаю(прошу )😭,general,neutral,en
Задумайтесь.,general,neutral,en
"Срань господня, сколько же розовой блевотины будет 14 февраля в ленте новостей.",general,neg,en
Хомячки так забавно бесятся из-за идиотской стены)) Вот блин заняться нечем больше..да в топку этот контакт. Я за живое общение в аське и скайпе),general,neutral,en
"Хочу представить совместный трек с Funky_D: 

Надеюсь наша работа придется вам по душе.

...Это все я одинокий
Искала виноватых но уносила ноги (с)",general,neutral,en
статус.....,general,neutral,en
Свадебный клип - Елена и Дмитрий,general,neutral,en
ой как красивоооооо....а где это ты?,general,pos,en
с тебя КЛИП...,general,neutral,en
Че ты за хуйню поставил на аву,general,neg,en
хахахахахааааахахахахахаха билан в кино....хаххаахахах,general,pos,en
"Стыдоба тому,кто рядом и не был !!!",general,neg,en
"Внимание, на выборах были применены стирающиеся ручки!",general,neutral,en
"Спорт, друзья, любовь и дети — лучшее, что есть на свете.",general,pos,en
"Тест: Какая ты?

Узнай о себе больше))
           © Ваша Лерка

Пройти тест можно по ссылке » vk.com/megatest#52a74203e4b0e541fdfd8892",general,neutral,en
Скучаю очень очень родной))* Люблю тебя мой хороший))**,general,pos,en
вот оно :),general,neutral,en
комбинезоны LOOKWELL новые !!!14000руб!!!,general,neutral,en
Поиграл на ВК 4502А тащил как мог.При поражении получил 2 248 опыта.,general,neutral,en
"А в Липецк можно доставить и сколько это будет стоить, допустим заказать хочу red dead redemption. Просто к примеру.??",general,neutral,en
Ненавижу прощаться!'!,general,neg,en
"пятничный митинг))) пока снега нет)))
резина уже не держит, но всеравновесело!
фото by hellomishka [ vk.com/hellomishka ]",general,neutral,en
"Какие девки, вот бы вас...",general,pos,en
а теперь представь это видео без Фруща,general,neutral,en
"А сможешь ли ты подцепить еще более сексуальней  столичную цыпочку, чем ту, которую подцепила я? 
Я думаю что НЕТ! 
Завидуйте неудачники.",general,pos,en
"""Новый год. Время обещаний и веры в то, что с утра всё начнётся заново, станет лучше и счастливее.
Януш Леон Вишневский"".",general,pos,en
мудачье блин,general,neg,en
Нашёл в инете!,general,neutral,en
Красиво ☺️😍💋💜,general,pos,en
"Чудо город!
I <3 u NY!",general,pos,en
"шоколадку больше не хочу,пасиб) теперь хочу плёнку на фотик:D",general,pos,en
программист Иванов,general,neutral,en
"САМОЛЕТИКИ) 
съемка была в Киеве там и познакомился с Сашей и Аней. Кайфовая пара)",general,pos,en
послушай на досуге))),general,neutral,en
"""Видеть мир вокруг.
Познавать его опасности.
Смотреть сквозь стены.
Находить друг друга.
Чувствовать. .
В этом значение жизни""",general,pos,en
хех...))))ну вроде всё...=-)вылечился...,general,pos,en
"поём слова, играем музыку",general,neutral,en
Ярик сегодня стал папой двух сыночков и лапочки дочки! Ура!!!,general,pos,en
"как же я от нее тащусь)
знаю  у тебя она есть))",general,pos,en
...Новенькое...,general,neutral,en
#школа36выпускной2016 в самом разгаре!) @ Horovod,general,pos,en
"как бы мы не ссорились,
как бы я на тебя не обижалась,
и что бы не говорила -
ты самый родной и любимый, запомни.",general,pos,en
Праздник к нам приходит! Со мной в палате лежит Санта Клаус!,general,pos,en
"Анализ музыки показал, с кем я на одной волне :) Результаты на картинке. Любопытно? Запускайте: vk.com/odnavolna#?u=9696669",general,neutral,en
Люблю свою королеву!!!!Угадай Кого??))),general,pos,en
"Ну вот, теперь депутаты хотят матом в сети запретить ругаться, совсем охуели",general,neg,en
"Итак, начинаем наше путишествие)",general,pos,en
Часть первая),general,neutral,en
"поскидывайте номера, пропало все(",general,neg,en
"Рома, один из МиниТестов показал следующий результат, смотри ниже. Много других тестов здесь - vk.com/minitest",general,neutral,en
нжн помощь умнолога,general,neutral,en
"Счастье женатого мужчины целиком зависит от тех женщин, на которых он не женился.",general,neutral,en
грустно...,general,neg,en
"Аптекарский огород, замечательный уголок природы в самом центре города ⛅️🍂🍁 #провожаяосень #замечательныйдень 😊",general,pos,en
"Потестировал тут Gopro 2. Снимает в темноте она НЕ ОЧЕНЬ. Ну, и мой неумелый монтаж в студию!",general,neg,en
Беспечное время,general,pos,en
ты же хочешь её?,general,neutral,en
Вот такую надпись на коробке можно было встретить на бельгийском стенде на ежегодной крупнейшей продуктовой выставке в Москве...,general,neutral,en
Мне кажется у тебя желтые волосы... не?,general,neutral,en
75 Грн все это,general,neutral,en
Мир рушится.,general,neg,en
;) пуэр рано еще ))),general,neutral,en
АХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХА,general,pos,en
все таки Стангер круче Магнетика...),general,pos,en
люблю....Олю=),general,pos,en
"Ебите женщин и насилуйте детей 

Но главное запомните одно 

Какое бы не делал ты говно 

С баблом отмажешься от властных пиздюлей 


Ты можешь нюхать кокс в автомобиле 

Когда на нём есть синий маячок 

И коп тебе отдаст под козырёк 

И дальше ты летишь в своей машине 


Ты можешь делать всё - ведь ты в РОссии 

Стране возможностей и городе мечте 

Тут только сила грубая в цене 

И в рот берут за толстый кошелёк. 


Имейтье связи и копите бабки 

И если даже восстаёт народ 

Пакуйте быстро в чемодан монатки 

И в Пулково на первый самолёт...",general,neg,en
Я и Юлиана теперь приятели. Мы развиваем наши отношения чтобы получить доступ к новым возможностям.,general,neutral,en
Сумкин сегодня у одной цыпки фотик пробил :)скинул мне пару первых работ.завтра звал нас на цум :)хотел строить нам форосет на фоне Цума :)ну ты понял :),general,neutral,en
"Нашла страничку кондитера🎂🍰
Очень красивые и стильные тортики👍 уже заказала свое 4-х килограммовое чудо на годик сыночку. Может кому будет полезна ссылочка

Как попробуем, отсниму и расскажу- но уверенна на все 💯 будет великолепный, вкусный торт☺️",general,pos,en
"очень романтичное фото. Хоть с точки зрения скульптуры полная бездарность, но все равно у человека разрешившего снести балалайку нет сердлца",general,neg,en
Нашла дома книжку. Еврейская литература на украинском языке,general,neutral,en
перестань!... всё будет норм!))*,general,pos,en
Милевский попал в двадцатку худших игроков Евро-2012,general,neutral,en
"АХХАХХХААХ
Я ПОЧЕМУ-ТО И ТЕБЯ ТИСКАЮ АХХАХ
ну шоо поделать:)",general,pos,en
